 Count  Overhead File                                                                                                      Line Function
  1488      1350 @MendelImpute/src/intersect.jl                                                                             205 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   945         0 @MendelImpute/src/intersect.jl                                                                             206 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   383         0 @MendelImpute/src/intersect.jl                                                                             207 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   442         0 @MendelImpute/src/intersect.jl                                                                             208 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
     1         0 @MendelImpute/src/intersect.jl                                                                             209 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   915         0 @MendelImpute/src/intersect.jl                                                                             211 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   259         0 @MendelImpute/src/intersect.jl                                                                             212 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
   216         0 @MendelImpute/src/intersect.jl                                                                             214 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
    13         0 @MendelImpute/src/intersect.jl                                                                             217 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
     2         2 @MendelImpute/src/intersect.jl                                                                             218 intersect_lange!(::Array{Int32,1}, ::Array{Int32,1})
     3         3 @MendelImpute/src/intersect.jl                                                                               ? intersect_size_sorted
  2625      2152 @MendelImpute/src/intersect.jl                                                                             178 intersect_size_sorted
  2948         0 @MendelImpute/src/intersect.jl                                                                             179 intersect_size_sorted
   524         0 @MendelImpute/src/intersect.jl                                                                             180 intersect_size_sorted
   363         0 @MendelImpute/src/intersect.jl                                                                             181 intersect_size_sorted
  1886         0 @MendelImpute/src/intersect.jl                                                                             183 intersect_size_sorted
   729         0 @MendelImpute/src/intersect.jl                                                                             184 intersect_size_sorted
   756         0 @MendelImpute/src/intersect.jl                                                                             186 intersect_size_sorted
     6         0 @MendelImpute/src/intersect.jl                                                                             191 intersect_size_sorted
     4         4 @MendelImpute/src/intersect.jl                                                                               ? phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     2         0 @MendelImpute/src/intersect.jl                                                                              34 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     3         0 @MendelImpute/src/intersect.jl                                                                              37 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   102         0 @MendelImpute/src/intersect.jl                                                                              41 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     6         0 @MendelImpute/src/intersect.jl                                                                              42 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  2991        11 @MendelImpute/src/intersect.jl                                                                              48 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  1919        21 @MendelImpute/src/intersect.jl                                                                              49 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  2220         0 @MendelImpute/src/intersect.jl                                                                              50 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  2742         0 @MendelImpute/src/intersect.jl                                                                              51 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     1         1 @MendelImpute/src/intersect.jl                                                                              53 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     1         0 @MendelImpute/src/intersect.jl                                                                              62 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
    90         1 @MendelImpute/src/intersect.jl                                                                              63 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   538         1 @MendelImpute/src/intersect.jl                                                                              66 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     1         0 @MendelImpute/src/intersect.jl                                                                              67 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   154         4 @MendelImpute/src/intersect.jl                                                                              71 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  1128         0 @MendelImpute/src/intersect.jl                                                                              74 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
     1         1 @MendelImpute/src/intersect.jl                                                                              78 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   298         9 @MendelImpute/src/intersect.jl                                                                              80 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  1852         0 @MendelImpute/src/intersect.jl                                                                              83 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   237         4 @MendelImpute/src/intersect.jl                                                                              88 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
  1150         0 @MendelImpute/src/intersect.jl                                                                              91 phase_sample!(::Array{Int32,1}, ::Array{Int32,1}, ::MendelImpute.CompressedHaplotypes, ::Array{Int32,1}, ::Array{Int32,1})
   761         0 @MendelImpute/src/intersect.jl                                                                             112 store!(::Array{Int32,1}, ::Array{Int32,1})
     1         0 @MendelImpute/src/intersect.jl                                                                             112 store!
     2         0 @MendelImpute/src/phasing.jl                                                                                66 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
  3356         0 @MendelImpute/src/phasing.jl                                                                                82 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
     1         0 @MendelImpute/src/phasing.jl                                                                               111 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
   807         0 @MendelImpute/src/phasing.jl                                                                               124 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
    16         0 @MendelImpute/src/phasing.jl                                                                               138 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
    41         0 @MendelImpute/src/phasing.jl                                                                               147 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
     3         0 @MendelImpute/src/phasing.jl                                                                               150 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
   103         0 @MendelImpute/src/phasing.jl                                                                               160 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
    53         0 @MendelImpute/src/phasing.jl                                                                               161 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
     3         0 @MendelImpute/src/phasing.jl                                                                               164 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
  4875         1 @MendelImpute/src/phasing.jl                                                                               165 phase(::String, ::String; outfile::String, impute::Bool, phase::Bool, width::Int64, rescreen::Bool, max_haplotypes::Int64, stepwise::Nothing, thinning_factor::Nothing, scale_allelefreq::Bool, dynamic_programming::Bool)
 15445         0 @MendelImpute/src/phasing.jl                                                                               459 macro expansion
   536         0 @MendelImpute/src/phasing.jl                                                                               463 macro expansion
   536         0 @MendelImpute/src/phasing.jl                                                                               468 macro expansion
   228         0 @MendelImpute/src/phasing.jl                                                                               490 macro expansion
   252         0 @MendelImpute/src/phasing.jl                                                                               494 macro expansion
   167         2 @MendelImpute/src/phasing.jl                                                                               496 macro expansion
    71         0 @MendelImpute/src/phasing.jl                                                                               499 macro expansion
     2         0 @MendelImpute/src/phasing.jl                                                                               503 macro expansion
  9260         0 @MendelImpute/src/phasing.jl                                                                                55 (::MendelImpute.var"#phase##kw")(::NamedTuple{(:outfile, :impute, :width, :dynamic_programming),Tuple{String,Bool,Int64,Bool}}, ::typeof(phase), ::String, ::String)
    16         0 @MendelImpute/src/phasing.jl                                                                               455 phase_fast!(::Array{HaplotypeMosaicPair,1}, ::Array{Union{Missing, UInt8},2}, ::MendelImpute.CompressedHaplotypes, ::Array{Array{Int32,1},1}, ::Array{Array{Int32,1},1})
    32         0 @MendelImpute/src/phasing.jl                                                                               353 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
   108         0 @MendelImpute/src/phasing.jl                                                                               354 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     5         0 @MendelImpute/src/phasing.jl                                                                               355 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
    63         0 @MendelImpute/src/phasing.jl                                                                               356 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     1         0 @MendelImpute/src/phasing.jl                                                                               374 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     1         0 @MendelImpute/src/phasing.jl                                                                               380 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
    10         0 @MendelImpute/src/phasing.jl                                                                               387 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     1         0 @MendelImpute/src/phasing.jl                                                                               389 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     2         0 @MendelImpute/src/phasing.jl                                                                               391 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
    11         0 @MendelImpute/src/phasing.jl                                                                               393 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
     1         0 @MendelImpute/src/phasing.jl                                                                               395 update_phase!(::HaplotypeMosaic, ::MendelImpute.CompressedHaplotypes, ::Int64, ::Int32, ::Int32, ::Int64, ::Int64, ::Int64, ::Int64)
    61         0 @ProgressMeter/src/ProgressMeter.jl                                                                        336 #13
    77         3 @ProgressMeter/src/ProgressMeter.jl                                                                        334 #next!#12
     1         1 @ProgressMeter/src/ProgressMeter.jl                                                                        200 updateProgress!(::Progress; showvalues::Tuple{}, valuecolor::Symbol, offset::Int64, keep::Bool, desc::String)
    42        16 @ProgressMeter/src/ProgressMeter.jl                                                                        202 updateProgress!(::Progress; showvalues::Tuple{}, valuecolor::Symbol, offset::Int64, keep::Bool, desc::String)
     6         0 @ProgressMeter/src/ProgressMeter.jl                                                                        204 updateProgress!(::Progress; showvalues::Tuple{}, valuecolor::Symbol, offset::Int64, keep::Bool, desc::String)
    77         0 @ProgressMeter/src/ProgressMeter.jl                                                                        334 next!
    61        12 @ProgressMeter/src/ProgressMeter.jl                                                                        201 updateProgress!(::Progress)
     9         9 @StatsFuns/src/rmath.jl                                                                                     80 chisqccdf
   416         0 @ThreadPools/src/interface.jl                                                                              103 pwith
   416         0 @ThreadPools/src/interface.jl                                                                               39 tforeach
   416         0 @ThreadPools/src/interface.jl                                                                               43 tforeach
     3         0 @ThreadPools/src/macros.jl                                                                                  18 #139
  1973         0 @ThreadPools/src/macros.jl                                                                                  19 (::MendelImpute.var"#140#142"{Array{Union{Missing, UInt8},2},MendelImpute.CompressedHaplotypes,Array{HaplotypeMosaicPair,1},Int64})(::Int64)
    16         0 @ThreadPools/src/macros.jl                                                                                  18 #31
 16463         0 @ThreadPools/src/macros.jl                                                                                  19 (::MendelImpute.var"#32#37"{Array{HaplotypeMosaicPair,1},Array{Union{Missing, UInt8},2},MendelImpute.CompressedHaplotypes,Array{Array{Int32,1},1},Array{Array{Int32,1},1},Int64,Int64,Int64,Array{Array{Int32,1},1},Array{Array{Int32,1},1},Array{Array{Float64,1},1},Progress})(::Int64)
   397         0 @ThreadPools/src/macros.jl                                                                                  18 #57
364459         0 @ThreadPools/src/macros.jl                                                                                  19 (::MendelImpute.var"#58#80"{Array{Array{Int32,1},1},Array{Array{Int32,1},1},MendelImpute.CompressedHaplotypes,Array{Union{Missing, UInt8},2},Array{Int64,1},Nothing,Nothing,Bool,Int64,Bool,Int64,Int64,Int64,Array{Array{Float64,1},1},Array{Array{Int32,1},1},Array{Array{Int32,1},1},Array{Array{Float32,1},1},Array{Array{Float32,2},1},Array{Array{Float32,2},1},Progress})(::Int64)
   416         0 @ThreadPools/src/macros.jl                                                                                  17 macro expansion
382895         0 @ThreadPools/src/qpool.jl                                                                                   83 (::ThreadPools.var"#59#60"{ThreadPools.var"#63#65"{MendelImpute.var"#58#80"{Array{Array{Int32,1},1},Array{Array{Int32,1},1},MendelImpute.CompressedHaplotypes,Array{Union{Missing, UInt8},2},Array{Int64,1},Nothing,Nothing,Bool,Int64,Bool,Int64,Int64,Int64,Array{Array{Float64,1},1},Array{Array{Int32,1},1},Array{Array{Int32,1},1},Array{Array{Float32,1},1},Array{Array{Float32,2},1},Array{Array{Float32,2},1},Progress}},...
382895         0 @ThreadPools/src/qpool.jl                                                                                  192 #63
    12         0 @ThreadPools/src/qpool.jl                                                                                   26 _default_handler(::ThreadPools.QueuePool)
     1         0 @ThreadPools/src/qpool.jl                                                                                   27 _default_handler(::ThreadPools.QueuePool)
200462         0 @ThreadPools/src/qpool.jl                                                                                   29 _default_handler(::ThreadPools.QueuePool)
  2324         0 @ThreadPools/src/qpool.jl                                                                                   30 _default_handler(::ThreadPools.QueuePool)
     1         1 @ThreadPools/src/qpool.jl                                                                                    ? macro expansion
   414         0 @ThreadPools/src/qpool.jl                                                                                   93 take!
   416         2 @ThreadPools/src/qpool.jl                                                                                  199 tmap(::ThreadPools.QueuePool, ::MendelImpute.var"#58#80"{Array{Array{Int32,1},1},Array{Array{Int32,1},1},MendelImpute.CompressedHaplotypes,Array{Union{Missing, UInt8},2},Array{Int64,1},Nothing,Nothing,Bool,Int64,Bool,Int64,Int64,Int64,Array{Array{Float64,1},1},Array{Array{Int32,1},1},Array{Array{Int32,1},1},Array{Array{Float32,1},1},Array{Array{Float32,2},1},Array{Array{Float32,2},1},Progress}, ::UnitRange{Int64})
     7         0 @TranscodingStreams/src/buffer.jl                                                                           96 #consumed!#1
     1         0 @TranscodingStreams/src/buffer.jl                                                                          129 makemargin!(::TranscodingStreams.Buffer, ::Int64; eager::Bool)
    10         0 @TranscodingStreams/src/buffer.jl                                                                          141 makemargin!(::TranscodingStreams.Buffer, ::Int64; eager::Bool)
     1         0 @TranscodingStreams/src/buffer.jl                                                                          149 makemargin!(::TranscodingStreams.Buffer, ::Int64; eager::Bool)
     1         0 @TranscodingStreams/src/buffer.jl                                                                           47 bufferptr
     1         0 @TranscodingStreams/src/buffer.jl                                                                           51 buffersize
     7         0 @TranscodingStreams/src/buffer.jl                                                                           96 consumed!
    12         0 @TranscodingStreams/src/buffer.jl                                                                          190 copydata!
   116         0 @TranscodingStreams/src/buffer.jl                                                                          200 copydata!
     1         0 @TranscodingStreams/src/buffer.jl                                                                          201 copydata!
    12         0 @TranscodingStreams/src/buffer.jl                                                                          128 makemargin!
     1         0 @TranscodingStreams/src/buffer.jl                                                                           63 marginsize
     2         0 @TranscodingStreams/src/buffer.jl                                                                          159 readbyte!
     6         0 @TranscodingStreams/src/buffer.jl                                                                          160 readbyte!
    19         0 @TranscodingStreams/src/io.jl                                                                               25 unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::Ptr{UInt8}, ::Int64)
     1         0 @TranscodingStreams/src/io.jl                                                                               27 unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::Ptr{UInt8}, ::Int64)
     1         1 @TranscodingStreams/src/stream.jl                                                                            ? fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}; eager::Bool)
     1         1 @TranscodingStreams/src/stream.jl                                                                          563 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}; eager::Bool)
     3         3 @TranscodingStreams/src/stream.jl                                                                          564 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}; eager::Bool)
     1         0 @TranscodingStreams/src/stream.jl                                                                          565 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}; eager::Bool)
    12         0 @TranscodingStreams/src/stream.jl                                                                          575 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}; eager::Bool)
    21         0 @TranscodingStreams/src/stream.jl                                                                          576 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}; eager::Bool)
  1695         0 @TranscodingStreams/src/stream.jl                                                                          577 fillbuffer(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}; eager::Bool)
  5024         0 @TranscodingStreams/src/stream.jl                                                                          637 callprocess(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::TranscodingStreams.Buffer, ::TranscodingStreams.Buffer)
     9         0 @TranscodingStreams/src/stream.jl                                                                          638 callprocess(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::TranscodingStreams.Buffer, ::TranscodingStreams.Buffer)
     1         1 @TranscodingStreams/src/stream.jl                                                                            ? eof
     1         1 @TranscodingStreams/src/stream.jl                                                                            ? eof(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream})
     1         1 @TranscodingStreams/src/stream.jl                                                                          182 eof(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream})
     1         0 @TranscodingStreams/src/stream.jl                                                                          183 eof(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream})
     1         0 @TranscodingStreams/src/stream.jl                                                                          184 eof
     1         0 @TranscodingStreams/src/stream.jl                                                                          187 eof
  1000         0 @TranscodingStreams/src/stream.jl                                                                          188 eof
   735         1 @TranscodingStreams/src/stream.jl                                                                          188 eof(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream})
  1733         0 @TranscodingStreams/src/stream.jl                                                                          564 fillbuffer
  3343         0 @TranscodingStreams/src/stream.jl                                                                          584 flushbuffer
     4         0 @TranscodingStreams/src/stream.jl                                                                          593 flushbuffer(::TranscodingStreams.TranscodingStream{GzipCompressor,IOStream}, ::Bool)
  3339         0 @TranscodingStreams/src/stream.jl                                                                          594 flushbuffer(::TranscodingStreams.TranscodingStream{GzipCompressor,IOStream}, ::Bool)
     3         3 @TranscodingStreams/src/stream.jl                                                                            ? read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Type{UInt8})
     5         5 @TranscodingStreams/src/stream.jl                                                                          302 read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Type{UInt8})
     3         0 @TranscodingStreams/src/stream.jl                                                                          303 read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Type{UInt8})
    18         0 @TranscodingStreams/src/stream.jl                                                                          304 read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Type{UInt8})
    10         2 @TranscodingStreams/src/stream.jl                                                                          307 read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Type{UInt8})
    16         1 @TranscodingStreams/src/stream.jl                                                                          368 readbytes!
   118         0 @TranscodingStreams/src/stream.jl                                                                          371 readbytes!(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::Array{UInt8,1}, ::Int64)
    20         0 @TranscodingStreams/src/stream.jl                                                                          376 readbytes!(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::Array{UInt8,1}, ::Int64)
     1         1 @TranscodingStreams/src/stream.jl                                                                          381 readbytes!(::TranscodingStreams.TranscodingStream{GzipDecompressor,IOStream}, ::Array{UInt8,1}, ::Int64)
     1         1 @TranscodingStreams/src/stream.jl                                                                          665 readdata!(::IOStream, ::TranscodingStreams.Buffer)
     1         0 @TranscodingStreams/src/stream.jl                                                                          671 readdata!(::IOStream, ::TranscodingStreams.Buffer)
     5         0 @TranscodingStreams/src/stream.jl                                                                          672 readdata!(::IOStream, ::TranscodingStreams.Buffer)
    14         0 @TranscodingStreams/src/stream.jl                                                                          677 readdata!(::Base.GenericIOBuffer{Array{UInt8,1}}, ::TranscodingStreams.Buffer)
     3         0 @TranscodingStreams/src/stream.jl                                                                          427 ready_to_read!
     2         2 @TranscodingStreams/src/stream.jl                                                                            ? unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Ptr{UInt8}, ::UInt64)
     2         2 @TranscodingStreams/src/stream.jl                                                                          351 unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Ptr{UInt8}, ::UInt64)
   986         0 @TranscodingStreams/src/stream.jl                                                                          356 unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Ptr{UInt8}, ::UInt64)
   117         0 @TranscodingStreams/src/stream.jl                                                                          358 unsafe_read(::TranscodingStreams.TranscodingStream{GzipDecompressor,Base.GenericIOBuffer{Array{UInt8,1}}}, ::Ptr{UInt8}, ::UInt64)
  3343         0 @TranscodingStreams/src/stream.jl                                                                          458 unsafe_write(::TranscodingStreams.TranscodingStream{GzipCompressor,IOStream}, ::Ptr{UInt8}, ::UInt64)
     1         0 @TranscodingStreams/src/stream.jl                                                                          459 unsafe_write(::TranscodingStreams.TranscodingStream{GzipCompressor,IOStream}, ::Ptr{UInt8}, ::UInt64)
    12         0 @TranscodingStreams/src/stream.jl                                                                          460 unsafe_write(::TranscodingStreams.TranscodingStream{GzipCompressor,IOStream}, ::Ptr{UInt8}, ::UInt64)
     4         0 @TranscodingStreams/src/stream.jl                                                                          691 writedata!(::IOStream, ::TranscodingStreams.Buffer)
     1         0 @VCFTools/src/convert.jl                                                                                   232 convert_gt(::Type{UInt8}, ::String; model::Symbol, impute::Bool, center::Bool, scale::Bool, trans::Bool, msg::String, save_snp_info::Bool)
   686         0 @VCFTools/src/convert.jl                                                                                   233 convert_gt(::Type{UInt8}, ::String; model::Symbol, impute::Bool, center::Bool, scale::Bool, trans::Bool, msg::String, save_snp_info::Bool)
    65         0 @VCFTools/src/convert.jl                                                                                   243 convert_gt(::Type{UInt8}, ::String; model::Symbol, impute::Bool, center::Bool, scale::Bool, trans::Bool, msg::String, save_snp_info::Bool)
  2604         0 @VCFTools/src/convert.jl                                                                                   244 convert_gt(::Type{UInt8}, ::String; model::Symbol, impute::Bool, center::Bool, scale::Bool, trans::Bool, msg::String, save_snp_info::Bool)
    31        31 @VCFTools/src/convert.jl                                                                                     ? copy_gt_trans!(::Array{Union{Missing, UInt8},2}, ::GeneticVariation.VCF.Reader; model::Symbol, impute::Bool, center::Bool, scale::Bool, msg::String, sampleID::Array{String,1}, record_chr::Array{String,1}, record_pos::Array{Int64,1}, record_ids::Array{Array{String,1},1}, record_ref::Array{String,1}, record_alt::Array{Array{String,1},1})
     1         0 @VCFTools/src/convert.jl                                                                                   145 copy_gt_trans!(::Array{Union{Missing, UInt8},2}, ::GeneticVariation.VCF.Reader; model::Symbol, impute::Bool, center::Bool, scale::Bool, msg::String, sampleID::Array{String,1}, record_chr::Array{String,1}, record_pos::Array{Int64,1}, record_ids::Array{Array{String,1},1}, record_ref::Array{String,1}, record_alt::Array{Array{String,1},1})
  2211         0 @VCFTools/src/convert.jl                                                                                   150 copy_gt_trans!(::Array{Union{Missing, UInt8},2}, ::GeneticVariation.VCF.Reader; model::Symbol, impute::Bool, center::Bool, scale::Bool, msg::String, sampleID::Array{String,1}, record_chr::Array{String,1}, record_pos::Array{Int64,1}, record_ids::Array{Array{String,1},1}, record_ref::Array{String,1}, record_alt::Array{Array{String,1},1})
     1         0 @VCFTools/src/convert.jl                                                                                   152 copy_gt_trans!(::Array{Union{Missing, UInt8},2}, ::GeneticVariation.VCF.Reader; model::Symbol, impute::Bool, center::Bool, scale::Bool, msg::String, sampleID::Array{String,1}, record_chr::Array{String,1}, record_pos::Array{Int64,1}, record_ids::Array{Array{String,1},1}, record_ref::Array{String,1}, record_alt::Array{Array{String,1},1})
     2         0 @VCFTools/src/convert.jl                                                                                   158 copy_gt_trans!(::Array{Union{Missing, UInt8},2}, ::GeneticVariation.VCF.Reader; model::Symbol, impute::Bool, center::Bool, scale::Bool, msg::String, sampleID::Array{String,1}, record_chr::Array{String,1}, record_pos::Array{Int64,1}, record_ids::Array{Array{String,1},1}, record_ref::Array{String,1}, record_alt::Array{Array{String,1},1})
